"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"426",0,0,0,0,1,0,1,0,0,3
"427",0,1,0,0,0,0,0,1,0,0
"428",0,1,0,0,0,0,0,1,0,0
"429",0,0,0,0,0,0,0,0,0,0
"430",1,0,0,1,1,0,0,0,1,1
"431",0,2,0,1,1,0,1,1,1,1
"432",0,1,0,1,0,0,0,0,1,1
"433",0,0,0,0,0,0,0,0,0,0
"434",0,0,0,0,0,0,0,0,0,0
"435",0,0,0,0,0,0,0,0,0,0
"436",0,0,0,0,0,0,0,0,0,0
"437",0,0,0,0,0,0,0,0,0,0
"438",0,0,0,0,0,0,0,0,0,0
"439",0,1,0,1,0,0,0,0,2,0
"440",0,0,0,0,0,0,0,0,0,0
"441",0,0,0,0,0,0,0,0,0,0
"442",0,0,0,0,1,0,0,0,0,1
"443",0,1,0,0,0,0,0,1,0,0
"444",0,0,0,0,0,0,0,1,0,0
"445",0,0,0,0,0,1,0,0,1,0
"446",0,0,0,0,0,0,0,1,0,1
"447",0,0,0,1,0,1,0,1,1,0
"448",0,0,0,0,1,0,0,0,0,1
"449",0,1,0,0,0,0,0,1,0,2
"450",1,0,1,1,0,1,0,0,2,0
"451",0,0,0,0,0,0,0,0,0,0
"452",0,1,0,0,0,0,0,0,1,0
"453",0,3,0,1,1,0,0,2,0,2
"454",0,1,1,0,1,0,0,0,1,2
"455",1,3,0,0,3,1,1,2,1,4
"456",0,0,0,0,1,1,0,0,1,1
"457",0,0,0,0,0,0,0,0,0,0
"458",0,1,0,0,1,0,0,1,0,2
"459",0,0,0,0,0,0,0,0,1,1
"460",0,0,0,0,0,0,0,0,0,1
"461",0,1,0,0,0,0,0,0,0,0
"462",0,2,0,2,1,0,0,1,0,1
"463",0,0,0,0,0,0,0,0,0,0
"464",0,0,0,0,0,0,0,0,0,0
"465",0,0,0,0,0,0,0,1,0,1
"466",0,0,0,0,0,1,0,0,1,0
"467",0,0,0,0,0,0,0,0,0,0
"468",0,1,0,0,0,0,0,0,1,0
"469",0,0,0,0,0,0,0,0,0,0
"470",1,0,1,0,1,0,0,1,1,1
"471",0,0,0,0,0,0,0,0,0,0
"472",1,0,1,0,0,0,0,1,1,0
"473",0,1,0,0,1,0,0,0,1,1
"474",0,0,0,0,0,0,0,0,0,0
"475",0,0,0,0,0,0,0,0,0,0
"476",0,0,0,0,0,0,0,0,0,1
"477",0,0,0,0,0,0,0,0,0,0
"478",0,2,0,0,1,0,0,1,0,1
"479",1,3,1,1,1,0,0,2,1,2
"480",0,2,0,1,1,0,0,0,0,1
"481",0,1,0,0,1,0,0,0,1,1
"482",0,0,0,0,0,0,0,0,1,0
"483",1,1,0,0,1,0,0,1,0,2
"484",0,0,1,0,0,0,0,0,0,0
"485",0,0,0,0,0,0,0,0,0,0
"486",0,0,0,0,0,0,0,0,0,0
"487",0,1,0,0,0,0,0,0,1,0
"488",0,0,0,0,0,0,0,0,0,1
"489",0,0,0,0,1,0,0,0,0,1
"490",0,1,0,1,0,1,0,2,1,0
"491",0,0,0,0,0,0,0,0,0,1
"492",0,0,0,0,0,0,0,0,0,0
"493",0,0,0,0,0,1,0,0,1,0
"494",0,1,0,1,0,0,0,0,0,0
"495",0,2,0,1,0,0,0,1,0,0
"496",0,0,0,0,0,0,0,0,0,0
"497",1,2,0,0,0,0,1,2,0,2
"498",0,1,0,0,1,1,1,2,1,2
"499",0,0,0,0,0,0,0,0,0,1
"500",0,0,0,0,0,0,0,0,0,0
"501",0,2,0,0,0,0,0,1,0,1
"502",0,0,0,0,0,0,0,0,0,0
"503",0,0,0,0,0,1,0,0,0,1
"504",0,0,0,0,0,0,0,0,0,0
"505",0,0,0,0,0,0,0,0,0,0
"506",0,3,0,0,1,0,1,1,1,1
"507",0,0,0,0,0,0,0,1,0,0
"508",0,1,0,0,1,1,1,2,1,2
"509",0,1,0,0,0,0,0,1,0,0
"510",0,0,0,0,0,0,0,0,0,0
"511",1,1,0,0,0,0,0,1,0,1
"512",0,0,0,1,0,1,0,0,1,0
"513",0,1,0,0,0,0,0,1,0,0
"514",1,0,0,0,0,0,0,0,2,0
"515",2,0,0,2,1,1,0,0,4,1
"516",2,0,0,2,1,1,0,0,4,1
"517",0,0,0,0,0,0,0,0,0,0
"518",0,0,0,0,0,0,0,0,0,0
"519",0,0,0,0,0,0,0,0,0,0
"520",0,0,0,0,0,0,0,0,0,0
"521",0,2,0,0,1,0,1,1,0,1
"522",0,1,0,0,1,0,1,0,1,1
"523",0,1,0,0,0,0,0,0,1,0
"524",0,0,0,0,1,0,0,0,0,1
"525",0,0,0,0,0,0,0,0,0,1
"526",0,0,0,0,0,0,0,0,0,0
"527",0,0,0,0,0,0,0,0,0,0
"528",0,2,0,0,1,0,0,1,0,1
"529",0,0,0,0,0,0,0,0,0,1
