"","anger","anticipation","disgust","fear","joy","sadness","surprise","trust","negative","positive"
"206",0,0,0,0,0,0,0,0,0,1
"207",0,0,0,0,0,0,0,0,0,0
"208",0,0,0,0,0,0,0,0,0,0
"209",0,0,0,0,1,0,0,1,0,1
"210",2,2,3,1,0,1,1,1,4,0
"211",0,1,1,1,1,1,0,0,1,1
"212",0,0,0,0,0,0,0,0,0,0
"213",0,0,0,0,0,1,0,0,1,0
"214",0,0,0,0,0,0,0,1,0,1
"215",0,0,0,0,0,0,0,0,0,0
"216",0,0,0,0,0,0,0,0,0,1
"217",0,1,0,0,0,0,0,0,0,0
"218",0,1,0,1,1,1,1,0,1,1
"219",0,1,0,0,2,0,0,1,0,2
"220",1,0,1,0,1,0,0,1,1,2
"221",0,0,0,0,0,1,0,0,1,0
"222",0,1,0,1,0,0,0,0,0,0
"223",0,0,0,0,0,0,0,1,0,1
"224",0,0,0,0,0,0,0,0,0,1
"225",0,0,0,0,0,0,0,0,0,0
"226",0,0,0,0,0,0,0,0,0,0
"227",0,0,0,0,0,0,0,0,0,1
"228",0,1,0,0,0,0,0,0,1,1
"229",0,0,0,0,0,0,0,0,1,0
"230",0,0,0,0,0,0,0,0,0,1
"231",0,0,0,0,1,0,0,0,0,1
"232",0,1,0,0,0,1,0,0,1,0
"233",0,0,0,0,0,0,0,0,0,0
"234",0,0,0,0,0,0,0,0,0,1
"235",0,0,0,0,0,0,0,0,0,0
"236",0,0,0,0,0,0,0,0,0,0
"237",0,0,0,0,0,1,0,0,1,0
"238",0,1,0,0,0,0,0,0,0,0
"239",0,0,0,0,0,0,0,0,0,1
"240",1,0,1,1,1,1,0,2,3,3
"241",0,0,0,0,0,0,0,0,0,0
"242",1,2,0,1,6,0,1,5,1,6
"243",1,2,0,1,6,0,1,5,1,6
"244",1,2,0,1,6,0,1,5,1,6
"245",0,0,0,0,0,0,0,0,0,1
"246",0,0,0,0,1,0,0,0,0,1
"247",1,2,0,1,6,0,1,5,1,6
"248",0,0,0,0,0,0,0,1,0,0
"249",1,2,0,1,6,0,1,5,1,6
"250",1,3,1,1,8,1,2,6,2,8
"251",0,1,0,0,0,0,0,0,0,0
"252",0,0,0,0,1,0,0,0,0,1
"253",0,0,0,0,0,0,0,1,0,1
"254",0,0,0,0,0,0,0,0,0,0
"255",0,0,0,0,0,0,0,0,0,0
"256",0,2,0,0,2,0,1,2,0,2
"257",0,0,0,0,0,0,0,0,0,0
"258",0,2,0,0,2,0,0,0,0,3
"259",1,0,0,1,0,0,0,0,0,1
"260",1,1,0,1,1,0,1,2,2,2
"261",0,0,0,0,0,0,0,0,0,1
"262",0,1,0,0,0,0,0,0,0,1
"263",0,0,0,0,0,0,0,0,0,0
"264",0,0,0,0,0,0,0,0,0,0
"265",1,0,1,1,0,1,1,0,1,0
"266",0,2,0,1,1,0,1,1,0,1
"267",0,0,0,0,0,1,1,0,1,0
"268",0,0,0,0,0,0,0,0,0,0
"269",0,0,0,0,0,0,0,0,0,0
"270",0,0,0,0,1,0,0,0,0,1
"271",0,3,0,1,1,0,0,2,1,3
"272",0,0,0,0,0,0,0,0,0,1
"273",0,0,0,0,0,0,0,0,1,0
"274",0,0,0,0,0,1,0,0,1,0
"275",0,1,0,0,0,0,0,0,0,0
"276",0,1,0,0,0,0,0,0,1,0
"277",0,0,0,0,0,0,0,1,0,1
"278",0,0,0,0,2,0,0,1,0,4
"279",0,0,0,0,2,0,0,1,0,4
"280",0,0,0,0,0,0,0,0,0,0
"281",0,0,0,0,0,0,0,0,0,0
"282",0,0,0,0,0,0,1,0,0,2
"283",0,0,1,0,1,0,1,1,0,2
"284",1,0,1,2,0,2,0,0,2,0
"285",0,0,0,0,0,0,0,0,0,0
"286",1,1,1,1,0,1,0,0,1,0
"287",0,0,0,0,0,0,0,0,0,0
"288",0,0,0,0,0,0,0,0,0,0
"289",0,0,0,1,0,0,0,0,0,0
"290",0,1,0,0,1,0,0,0,0,1
"291",0,0,0,0,0,0,0,0,0,1
"292",0,0,0,0,0,0,0,0,0,0
"293",1,0,0,0,1,0,0,1,0,1
"294",0,0,0,0,0,0,0,1,0,0
"295",0,1,0,0,1,0,0,0,1,1
"296",0,0,0,0,0,0,0,0,0,1
"297",0,0,0,0,0,0,0,0,0,2
"298",0,0,0,0,0,0,0,0,0,0
"299",0,0,0,0,0,0,0,0,0,0
"300",0,1,0,0,0,0,0,0,0,0
"301",0,0,0,0,0,0,0,0,0,0
"302",1,0,0,0,1,0,0,1,2,1
"303",0,0,0,0,1,0,0,1,0,2
"304",0,1,0,0,0,0,0,1,0,1
"305",0,0,0,0,1,0,0,1,0,2
"306",0,0,0,0,0,0,0,0,0,0
"307",0,1,0,0,1,0,1,1,0,1
"308",0,1,0,1,0,0,0,0,0,1
"309",1,1,0,0,1,0,0,1,0,2
"310",0,1,0,0,0,0,0,1,0,0
"311",0,0,0,0,0,0,0,0,0,0
"312",0,0,0,0,0,0,0,0,0,1
"313",0,0,0,0,0,0,0,0,0,1
"314",0,1,0,0,1,0,0,1,0,1
"315",0,0,0,0,1,0,0,0,0,1
"316",0,0,0,0,1,0,0,0,0,1
"317",0,0,0,0,0,0,0,0,0,0
"318",0,0,0,0,0,0,0,0,0,1
"319",0,1,0,0,1,0,1,1,0,1
"320",0,0,0,0,0,0,0,0,0,0
"321",0,0,0,0,0,0,0,0,0,1
"322",1,2,1,1,1,0,1,1,2,1
"323",0,1,0,0,0,0,0,0,0,0
"324",0,0,0,0,0,0,0,0,0,1
"325",0,0,0,0,0,0,0,0,0,0
